250184,0553247670,???
101942,0762708301,???
234623,0736413065,???
76253,0425111326,???
21014,0440236673,???
11676,0553584049,???
21576,0687278007,???
242143,0671544764,???
6242,0676972403,???
185254,0385511612,???
41700,342308538X,???
104422,0060928336,???
226648,1561451304,???
100355,0061084336,???
189973,0553156799,???
78846,0385029101,???
153662,0758202067,???
269728,0380975068,???
157849,0749397357,???
255648,0373222939,???
61762,3596200776,???
146803,0385503857,???
74328,0963013106,???
236172,0451191021,???
62895,0747531854,???
136348,0425144062,???
198711,038049163X,???
240155,055327418X,???
208019,0822505355,???
202553,0764222163,???
106225,0517577550,???
134869,0898400929,???
245963,0671541390,???
212898,0821719556,???
153662,0373290748,???
135458,038531437X,???
239872,0140236287,???
243967,0316031313,???
137627,0131721550,???
69808,2277302031,???
136382,0451198476,???
158559,0804109990,???
42944,074343627X,???
188589,0312242565,???
213150,0441186254,???
13113,0345379330,???
123649,0671776126,???
61619,0394520866,???
152249,0345303091,???
108753,0345378490,???
206979,0752844725,???
217512,0446528382,???
224420,096997910X,???
236192,0964718707,???
137688,0449213323,???
36836,0792236521,???
213598,0399142185,???
21014,0525444467,???
268013,0679017224,???
258690,1551664453,???
274308,0380779854,???
232990,0425092917,???
69042,0843105623,???
22968,0316168815,???
266246,0570050383,???
258185,082175663X,???
231216,0871136791,???
213350,0895867885,???
113902,0425154092,???
69078,0316781460,???
212847,0786863986,???
13552,0515126772,???
24591,0060085452,???
135831,0060987561,???
98391,0843951761,???
108752,1551664968,???
92861,0525945253,???
100578,0192835211,???
158714,0451192931,???
33689,0373706677,???
25409,0449007200,???
152136,0805057919,???
88137,0451204514,???
196502,0671834304,???
91931,1857974131,???
112001,0446607738,???
275582,3423083522,???
56959,0440160162,???
150124,0380732033,???
25395,0446611085,???
259378,0618002219,???
170518,0688084923,???
96496,1563921286,???
114143,0307001342,???
128835,0767903560,???
70222,189609595X,???
112026,0590456628,???
239594,2253139459,???
104636,0425175405,???
265313,0441795773,???
52584,038056176X,???
172888,2213596922,???
7112,3492045642,???
87007,0061015628,???
269157,067173590X,???
226545,0843940522,???
244421,0446600857,???
58255,0385332963,???
216099,0875421849,???
5962,080075445X,???
216444,9029010436,???
150979,0387914951,???
82273,155054991X,???
210761,0156006103,???
122716,0553213148,???
196567,0385481705,???
63243,0330283677,???
275318,0395264707,???
49421,0701169656,???
266948,0451176464,???
6543,0879804211,???
78783,0345287126,???
175101,0449206130,???
198711,0373512023,???
78783,0440226414,???
43698,0140103570,???
198012,0897090403,???
85993,0525945768,???
54460,0515128546,???
110973,0451198514,???
198711,0837208378,???
12538,0553268880,???
257204,0425147622,???
269566,0449215237,???
5209,0821717510,???
220585,0767905180,???
178240,038056176X,???
278418,0373243758,???
76626,0552133256,???
252865,0785334238,???
265083,0802116795,???
27888,0399131299,???
110973,1558531564,???
189151,1569472556,???
80618,0007181566,???
197659,0590476149,???
21014,0385507607,???
14638,0689860064,???
73840,0066214122,???
251278,0375705929,???
193898,0679751602,???
75819,0684873214,???
2276,0425056023,???
136509,0374154767,???
272715,155936209X,???
130571,0374129851,???
151107,0440415969,???
35445,0673461750,???
209373,0345354648,???
127826,0312974922,???
167746,0451521951,???
43678,0486400611,???
256843,1550549804,???
253866,0007110928,???
167800,0373289553,???
53456,0553578693,???
214443,2070361691,???
238699,0373031610,???
6251,0345338545,???
130554,0439405580,???
76417,9722112201,???
242824,0373223226,???
63714,CN9944/1142,???
102647,0441007732,???
225002,0679767320,???
136905,0786220791,???
87141,0515124796,???
177458,0312873972,???
181952,0691005133,???
206979,0340233990,???
240144,0821223984,???
257548,0515090174,???
110214,0070246653,???
162671,0446613436,???
197410,1853260401,???
182497,0142002399,???
226522,0373632118,???
85458,0553272535,???
206775,0330347667,???
105517,055321246X,???
23902,1585730521,???
74353,0385337647,???
183482,0385230699,???
252848,0345423097,???
69042,155773447X,???
54385,8479532130,???
193560,0310248825,???
223873,0451163524,???
183958,156280054X,???
36935,0440236061,???
177090,0842343261,???
66662,0515101222,???
170518,06440031X,???
7574,0671496107,???
261829,0345460359,???
105745,8477651388,???
1674,0965624773,???
76626,0140259198,???
111947,0590043021,???
239423,0609809474,???
173743,1567314899,???
274117,11254041,???
244385,0451195922,???
86959,034538072X,???
11676,047129635X,???
98723,0440221471,???
70999,0312284640,???
108747,0380707551,???
43910,0345450914,???
52199,0515124826,???
98787,0060924349,???
68688,8437602793,???
275970,0156001314,???
85409,0671042548,???
196253,0380002930,???
65602,0451204948,???
93363,067155302X,???
6509,3499156717,???
143429,0844281336,???
72214,0679311130,???
127129,0971208212,???
35836,0812571991,???
158262,0743412621,???
245802,37867188865,???
254465,1551668165,???
244994,0385199570,???
8362,1568360428,???
130591,8172235305,???
218552,0451160525,???
142861,0679450548,???
170518,0373167075,???
51075,0689821646,???
6251,0307010945,???
19233,0385264666,???
60244,0525946829,???
38023,0688021174,???
5769,0751516678,???
6251,0670826472,???
218569,0812507916,???
242006,0373052596,???
72992,2013215584,???
263344,006447187X,???
24932,0002253941,???
112001,1551668017,???
44089,0679745203,???
67515,1885211066,???
248718,0764550314,???
58594,1565048016,???
275020,0440241413,???
56399,0914091239,???
153662,0553573403,???
227447,0449150437,???
198711,0373079842,???
54218,0373790562,???
203973,076790382X,???
139327,0552146153,???
208415,0553050680,???
180651,0330376292,???
268833,0449912752,???
248718,0060176911,???
228998,0849909627,???
238186,0201504804,???
188951,0394496302,???
74286,0151001006,???
156492,9729230463,???
929,0380754843,???
30735,0553100165,???
250510,014014773X,???
70052,0919143326,???
92148,0446301302,???
61619,0345389409,???
99086,0330489313,???
193560,038070871X,???
56447,0275978397,???
92398,0671039741,???
104657,2253155756,???
257483,0743206045,???
88549,0800783360,???
116006,3453171551,???
115953,0875421318,???
138452,0515119210,???
249862,0671709607,???
104144,0425191583,???
111947,0553255843,???
131837,0345368975,???
108155,0670865796,???
86145,0449219593,???
209114,0805056491,???
250899,0312010966,???
178032,0767913795,???
52584,0425130894,???
84619,3453177746,???
80203,074322535X,???
69249,0968217508,???
190925,042518885X,???
180586,0689311001,???
248098,0156628708,???
9193,077109972X,???
60836,3499155443,???
183101,0553584049,???
8681,0590353403,???
110581,0425167720,???
278418,0373089791,???
183931,0767907809,???
142121,0449909077,???
256167,0743424425,???
62592,0723234671,???
63714,0565090267,???
251575,8878242624,???
198711,0440241073,???
169827,0312246528,???
108155,0891078061,???
203820,8482380001,???
25804,0889994803,???
23835,0804819823,???
182987,0440147557,???
72530,0060972874,???
223231,006108171X,???
225886,0812516028,???
198711,0373121350,???
231210,0671000306,???
52584,0316666343,???
98391,0743477294,???
180348,0515130966,???
91931,0452282195,???
185384,0590015834,???
124720,0385472951,???
239908,0752830813,???
19886,0590108395,???
231827,0679720200,???
166123,067988288X,???
229551,1550224077,???
211288,0446608122,???
235105,1932112138,???
132836,0553296310,???
113775,0679432965,???
243700,1559711574,???
29013,0330482181,???
84900,0312950489,???
107431,0345463153,???
19085,0553284509,???
102164,0590846280,???
217571,0805001131,???
98391,0060509325,???
25601,0760705542,???
147947,0141002212,???
195694,0843949120,???
187904,0374513147,???
190807,0373711468,???
264321,0316489085,???
43246,0694517798,???
237474,0671867156,???
106783,0446522597,???
14079,1558586113,???
262998,0140443274,???
166123,0373226799,???
108352,042519390X,???
114868,0448095122,???
161752,0451409310,???
64068,0156235501,???
212898,055358118X,???
135618,0688084923,???
182023,2070428656,???
242310,1580080081,???
98391,0312981848,???
125892,0345391810,???
179411,0440211727,???
234623,0142301280,???
95932,0816013551,???
11676,0140360778,???
203280,0345394267,???
136560,8804501472,???
109574,081461423X,???
16795,0061099341,???
267409,0553271636,???
110029,1852244801,???
35859,0446531316,???
48995,0525947647,???
148973,0812513754,???
228998,0778320278,???
53939,0393096084,???
254465,0060507365,???
66942,0066212855,???
20859,3442415810,???
224138,0553287737,???
225887,0618260250,???
192176,0553579754,???
278418,0307045927,???
197659,0896930394,???
268110,0688117228,???
265889,0804113599,???
77480,0380585944,???
264543,0440222656,???
52203,2070410064,???
137434,0671654179,???
70201,0345361792,???
41220,074322535X,???
232820,0842329242,???
12238,0679600442,???
162738,0440211727,???
215728,0553581856,???
252846,0553250426,???
112120,0345413903,???
262719,3446188800,???
37567,0340824344,???
262787,3872945351,???
180571,3462027425,???
40943,1931561648,???
70594,0892967242,???
125948,3404615131,???
231210,0451523075,???
78553,0553097288,???
41084,0517082381,???
268262,185283899X,???
268110,0451166892,???
104998,0385020856,???
238120,0312205465,???
52203,0747532745,???
202089,3596112982,???
80453,0671742647,???
144162,0060191821,???
129465,0684856603,???
32787,8401461855,???
58458,0743418352,???
204770,0843933887,???
181687,0312099436,???
107021,0060928336,???
143517,0141000198,???
105374,8072030272,???
26544,0060502258,???
101081,9812320164,???
245257,0553578677,???
232945,0671741039,???
206173,0553289640,???
236283,0446302066,???
69232,0786001305,???
107021,0440241162,???
25478,2246548810,???
211426,0060809736,???
210945,3608935118,???
227884,0553578650,???
209684,0425101452,???
177113,0446607711,???
134076,0671704656,???
69697,044020254X,???
249223,0446608548,???
32773,0886778247,???
12576,9728440081,???
120548,0806993537,???
109519,0515127000,???
45064,0451192176,???
171118,091830315X,???
248138,044022392X,???
115537,0345436121,???
97874,0156027321,???
196502,0140169512,???
169728,8496200914,???
26544,002863926X,???
230306,8849403577B,???
187378,1573229865,???
203151,0553254936,???
123981,0451156609,???
265115,5841112136,???
274393,1878825046,???
278418,0786841397,???
144131,0586048162,???
175886,073350423X,???
209875,0812524802,???
98988,0823022382,???
152249,0451517504,???
121620,140003065X,???
195247,067976402X,???
235105,0553569910,???
76168,0140377824,???
248539,0425132951,???
12538,0590252194,???
275970,0670860794,???
39302,0752838717,???
21207,0385508042,???
170184,0451522753,???
3583,0333906306,???
114218,1840844124,???
70083,0739405462,???
153662,0843950625,???
114874,0345386132,???
166123,0821766570,???
108590,0316089699,???
44728,0312119968,???
106849,1878424319,???
31391,038079487X,???
122193,8846201779,???
238235,055384007X,???
225996,1567189504,???
204396,031208188X,???
204813,0399150838,???
185136,0440225825,???
206534,0743201221,???
212898,1551666774,???
205145,0060924985,???
33170,0671726889,???
130571,1558538186,???
75339,3576104348,???
147752,1560765712,???
36836,0920852130,???
21340,0399138242,???
263877,0451407423,???
11564,0743436210,???
126367,1885171676,???
55734,0553278916,???
153652,0099476312,???
189835,1889876011,???
126240,0452283442,???
137276,0672315491,???
78007,0375724370,???
31900,0590339508,???
119858,0749391510,???
101209,0553279912,???
144318,0440207770,???
55858,0020442203,???
98391,0380820064,???
29570,0345371984,???
29259,0345285387,???
224435,0345361792,???
251642,0812509250,???
143039,0345342291,???
155173,0743453468,???
186570,0425107469,???
115537,0449221512,???
11463,0440404975,???
222488,387294908X,???
226616,0440122090,???
22503,0380732238,???
136252,1551662779,???
153662,1551668548,???
232945,0446611212,???
118434,0871138190,???
206534,0393313964,???
100906,0684814897,???
278418,0064440648,???
124874,0345413369,???
235105,0425172546,???
133868,0373259239,???
55548,0425138232,???
19664,0345289781,???
110029,0380802457,???
52584,0449136523,???
116866,0140092501,???
183287,2070381234,???
11676,0765341840,???
21014,0671727583,???
109899,0553583360,???
208019,0373114699,???
190925,0373790708,???
80806,0684853507,???
25981,0316808946,???
178248,0380813815,???
129716,1577311000,???
52584,0446900052,???
55492,0373303777,???
127049,0385504209,???
201768,0373256906,???
136205,0440934478,???
25601,0805015779,???
128085,0671042262,???
200674,0375727345,???
101209,0446364959,???
29150,0375507493,???
174962,0156027321,???
126531,0812544412,???
277427,0684859300,???
248718,1575666405,???
100578,0765303086,???
204864,0385337949,???
164096,8471690411,???
11676,0786863153,???
117070,344203714X,???
175312,0425098559,???
60244,0679738568,???
70538,0876042965,???
135458,0671876422,???
98391,0446516570,???
210035,0553571907,???
166596,0064402053,???
45064,0451128966,???
221655,0671503936,???
115490,0345351525,???
40943,0752589261,???
124487,0821773356,???
172742,0671504649,???
19022,0671475274,???
151093,0307631206,???
264355,068480042X,???
151806,0553564757,???
257700,0146002032,???
128085,0671741195,???
180032,0886775507,???
26813,8845237303,???
206042,0399140255,???
23288,0920436366,???
204864,1570629137,???
75591,059035342X,???
69232,037348397X,???
256072,0810944642,???
2549,2264032189,???
174216,0671727737,???
122881,0752217127,???
241666,0804106304,???
179659,0771091931,???
124645,0771058837,???
237553,0375713425,???
31930,0967414512,???
155625,0399149155,???
243004,0345416716,???
236959,0517585979,???
60337,0932379060,???
228998,44105477,???
177021,0380789035,???
53174,037371033X,???
53729,0312306326,???
11676,031242082X,???
232131,0375701303,???
59944,0671026011,???
170513,0446525731,???
113983,0141000023,???
133747,0060161205,???
275970,0060175699,???
170518,0871875616,???
184299,0553574132,???
146061,0020427859,???
137588,0515133876,???
234108,0345402871,???
264637,0373201524,???
95250,0440206154,???
221307,3423202068,???
246947,0394900294,???
148744,082177462X,???
108352,0449224805,???
212898,0553285386,???
95359,0380773155,???
225986,0140206566,???
102702,0373196296,???
177458,057121505X,???
226545,067173783X,???
105517,0671867156,???
127384,1853689777,???
69971,0156008351,???
139300,014062063X,???
236413,0446518581,???
243888,0312983867,???
168047,0873529758,???
238781,0373225202,???
223154,0312914857,???
223644,0671704648,???
37311,067976402X,???
128077,3423204540,???
37573,0676972888,???
3655,0595256775,???
261105,0140276491,???
98391,0821768379,???
265656,0425180638,???
16795,0440226430,???
39281,0345445848,???
196886,0316769487,???
86408,0553379658,???
258185,0373484429,???
11676,0553051377,???
238489,0099245027,???
234244,0380730847,???
165232,037327128X,???
50859,0375758216,???
188696,0061009059,???
153211,0385037872,???
146113,0446610607,???
33124,0446608815,???
81977,0060178248,???
131402,0349100888,???
50749,0806981636,???
122881,075531073X,???
237900,3453146956,???
249894,0380843927,???
35030,0451168364,???
184299,0312981600,???
232838,0842315578,???
102719,0812516842,???
66485,3453190165,???
98741,1556619367,???
114414,1400034779,???
112914,055357227X,???
260531,0449236889,???
123215,0385260083,???
276231,0553130285,???
40415,0877017883,???
221445,0451169255,???
31315,0373289189,???
210485,0373833482,???
198711,037311902X,???
251613,0451190572,???
125633,0671880187,???
73394,0373262078,???
96448,059043649X,???
175003,0446613061,???
60797,0140620133,???
258240,0425190749,???
189973,0965866815,???
231264,0821769367,???
252820,0385493800,???
11676,0452282349,???
110973,0553581716,???
207616,0743233026,???
222296,0393312836,???
102564,0399150560,???
250367,1853261122,???
60277,014043223X,???
194129,067166736X,???
6575,0679727124,???
277036,0880381736,???
131837,0345343611,???
31580,0061056774,???
98391,0786242345,???
212898,0671794051,???
190054,0060193263,???
168008,0684853507,???
265827,1563523892,???
12538,087406841X,???
23902,1869890604,???
150979,0739302043,???
190925,0140148981,???
112001,0684857529,???
269566,014023313X,???
7105,1843542013,???
125039,157441030X,???
189392,1400032202,???
230522,0684874350,???
256575,0446528609,???
237070,3426611678,???
232131,0679732357,???
131183,0441138993,???
151806,0449005275,???
201323,0804108749,???
278368,1559722630,???
73394,038078341X,???
95903,0380754843,???
129851,0689716729,???
137588,0380817691,???
50895,0425141233,???
230522,0307000826,???
201829,0671027387,???
87791,9722001019,???
177374,0373218540,???
215988,0373250126,???
257204,0880389052,???
210324,0800757955,???
100984,0684811529,???
56276,8420447714,???
165987,0394543963,???
12538,034538332X,???
203799,1558745718,???
11676,0451526864,???
180651,1860465382,???
101699,8435015955,???
244359,0375725601,???
245371,0887061575,???
131025,0439154111,???
71470,0670811777,???
69156,0345442644,???
198711,0140368027,???
217211,156592262X,???
277427,0967201519,???
198711,0446612316,???
184148,0743439651,???
225087,0866119868,???
270820,0374109990,???
80398,0330360418,???
21618,1573225320,???
198711,0931773326,???
199772,0743236009,???
119725,0399501487,???
17667,0151391009,???
139467,0451190963,???
51071,0688174574,???
206074,0345365933,???
130337,0064472272,???
268751,0385336209,???
109955,0380778793,???
266753,0446400580,???
111536,0375700757,???
209756,0385492081,???
48136,0671745069,???
170229,0060976845,???
147451,0749918241,???
208668,0688173896,???
202358,2866004213,???
56781,0451204530,???
96554,8474261430,???
120548,8423977684,???
21684,0373710615,???
50899,0374172897,???
250184,0385333412,???
245963,0465007902,???
277744,0061031550,???
55492,0816708541,???
11676,8493152064,???
209875,0671801074,???
158687,0374525641,???
84687,0898860091,???
162052,0060801263,???
46443,059025961X,???
167517,8807806746,???
139934,0446514802,???
184365,0553342258,???
278407,8879831607,???
206016,0812534832,???
219546,0842332278,???
195904,0843141174,???
105058,0440220793,???
196379,0486275639,???
111944,0061002828,???
11676,0671745689,???
127233,034530862X,???
153662,0380787474,???
236283,0307021858,???
137283,0060279966,???
73840,0316057517,???
122793,0670827738,???
259064,0140620788,???
94347,0140127836,???
11676,0192833731,???
38781,037324178X,???
172742,0312113323,???
145451,0515127833,???
141901,0312254202,???
176236,0345447409,???
18247,1563632012,???
210299,0201136899,???
189334,0312206364,???
243141,0859531821,???
237646,0394502736,???
87164,1853261025,???
135831,0451520610,???
109783,0752837508,???
149934,0380808633,???
69241,158880058X,???
20005,0534568890,???
233823,0385505833,???
213350,0671209752,???
31391,0553567764,???
113519,0761315799,???
71660,0345384466,???
36978,044651652X,???
37546,8476832249,???
269750,0310252172,???
129074,0553285068,???
53300,0426203534,???
60244,0374399883,???
192201,3379015776,???
224731,075969222X,???
240144,0525943013,???
19970,0312045816,???
91882,0375505784,???
50533,0385296304,???
246655,0061091693,???
228789,0749394064,???
212898,0373762879,???
49154,0688167810,???
78783,0445208813,???
141600,0195102843,???
240897,0553116096,???
153662,0449150194,???
36299,0380817691,???
265115,002860497,???
131046,0397012330,???
207411,9783548224916,???
189334,0688063470,???
73394,0553583441,???
131402,0060183373,???
177458,0671032569,???
43118,8423974758,???
44296,140004832X,???
235105,039330907X,???
260933,0099387913,???
56447,0452280621,???
177458,0771088337,???
52584,0553278746,???
148966,0373712049,???
204363,0060280921,???
171118,1859844707,???
145449,0373224885,???
104058,0836210263,???
177688,3453212231,???
235105,0765302187,???
33659,055308920X,???
170073,0755300165,???
101699,8445070266,???
222488,3401018175,???
200226,074726130X,???
51829,O684813637,???
233972,0679419667,???
135149,0743456866,???
51094,0515132187,???
23768,0449300234,???
88283,0133443345,???
132083,0449911004,???
184299,0345455681,???
198711,1575666200,???
115120,0064400484,???
124876,0345423615,???
31556,0439230195,???
70999,0694525332,???
84024,0451400941,???
206534,067976402X,???
229551,0345318854,???
231854,000649840X,???
151806,0553176366,???
229244,0140620117,???
270713,0029298652,???
216444,0060920815,???
161882,1400031346,???
127233,0553380400,???
19983,8845907333,???
242590,0552996181,???
179978,0064407055,???
11676,0006478670,???
105979,0679759336,???
52614,0380756269,???
207721,0671521705,???
30487,0679457313,???
149204,0312270801,???
148157,067976402X,???
269566,0380724375,???
23571,0446671223,???
24433,0836218620,???
191326,8484323773,???
35433,3426772574,???
55490,0451126564,???
38023,0812517733,???
148744,0553285084,???
78783,0060938412,???
156150,0152405305,???
117925,0394756827,???
248477,0609807900,???
217121,0743225139,???
115490,002411510X,???
61878,0380725347,???
12538,0345324455,???
136491,0156628708,???
209870,0679740678,???
248718,0553285211,???
153662,0373162928,???
259155,2070513416,???
173632,3453001893,???
37433,0446610542,???
197688,0425181863,???
98337,8433920561,???
95359,0345370775,???
69078,0944092276,???
269244,044661209X,???
120093,0440176484,???
72992,2253005509,???
50711,1878448021,???
264390,074343627X,???
246513,0967943302,???
59770,0062500287,???
60278,067101420X,???
252695,0425115291,???
110029,0064406261,???
153662,0439404371,???
225232,0330391941,???
43246,0471388076,???
228947,3548359698,???
225232,0684833484,???
78562,8401463335,???
208251,0553271237,???
94213,0449005925,???
168387,187918172x,???
99750,0380726254,???
230522,0812533038,???
222217,3471785728,???
158714,0553289373,???
271176,0822000598,???
244349,0451403568,???
118275,0373195761,???
22625,0393040666,???
33145,2070541835,???
185233,0345391055,???
151589,1585422118,???
224764,0425137457,???
210792,0425052478,???
32870,0385473788,???
10951,0533133726,???
91258,0312305060,???
238864,0721406327,???
238120,0440226104,???
11639,078686219X,???
224036,0440241073,???
135265,037317179X,???
264657,0140186476,???
156868,0140431314,???
213316,0140620990,???
198711,0373243189,???
46706,0553507176,???
29259,0670878103,???
274701,0393964523,???
206917,0345327772,???
11676,0553569910,???
130571,0312859589,???
36836,0394546741,???
225087,0676973922,???
175184,0767905202,???
201017,0553281798,???
184299,0345307348,???
256167,0439112109,???
9344,3827005167,???
94840,1551666839,???
175636,0020446500,???
114629,0062501860,???
236959,0812581601,???
110214,0684853035,???
175003,0451404823,???
128325,0385495404,???
255618,0671015648,???
73394,0312278292,???
240144,0140245162,???
193248,0890897026,???
19018,067172942X,???
146279,0373098324,???
174791,043940228X,???
67101,9029046066,???
207339,0060929375,???
11676,0553271636,???
153621,8432086460,???
11993,0761119396,???
148142,0843931140,???
123751,0971880107,???
145165,0340024585,???
165319,0345318854,???
147224,1569245134,???
64596,9780451161345,???
149908,0399501487,???
24767,1565927087,???
56496,0061032042,???
70538,0440224713,???
132836,0517035685,???
221967,067976402X,???
95923,1551668017,???
25583,044918319X,???
227836,067104253X,???
106820,0553813358,???
187256,0140442472,???
45460,0140182748,???
35859,0553055216,???
11676,0671625810,???
235543,0140366784,???
110973,0373116632,???
165319,1573229334,???
1706,0446606723,???
246671,0843944765,???
241239,0671742515,???
49109,0380782456,???
133567,344204622X,???
248356,8447333264,???
57948,1559029838,???
156150,0345453387,???
150498,1575668335,???
22910,3442541751,???
96448,0439147247,???
229313,0451523377,???
98356,0886773776,???
216466,0061012890,???
160415,3426272180,???
177357,0066214440,???
124942,0590403559,???
238557,1569690006,???
129084,0446609781,???
93085,0373286759,???
76662,8401427134,???
198711,0140441476,???
24624,1578563909,???
102967,0515109746,???
11676,0505520621,???
172030,0446313033,???
18309,2253006130,???
182085,0373122373,???
58792,157322202X,???
102891,0439129338,???
212898,0345353013,???
237898,0552138401,???
10294,9100100544,???
176742,3453119096,???
39281,0452284775,???
11676,0330250973,???
194600,1568361807,???
146917,0679420495,???
29855,0312284683,???
110029,0752219545,???
160415,3498016709,???
45218,0373153279,???
154844,039915079X,???
139126,0345338715,???
159354,0451203771,???
189334,0395907713,???
26620,0380705079,???
273465,0345435257,???
175485,3612261029,???
14232,2253153427,???
248397,0449005909,???
260531,0070527334,???
249111,0671708635,???
144555,0316601950,???
51883,0451072804,???
79153,0312925581,???
230522,0449906361,???
6007,0441090729,???
11676,8715009432,???
237748,0060198125,???
270605,0679755330,???
245410,0061007595,???
143175,0394587863,???
189334,0060148527,???
253313,0425192032,???
3915,3446190295,???
199405,0553801376,???
268231,0345404769,???
225087,1589199502,???
113519,0743439724,???
250925,0802133290,???
111578,0865732795,???
223087,1582340013,???
16634,0671527886,???
271284,1558023488,???
254465,0373244711,???
127429,0822507218,???
133567,3499118556,???
67371,0552132470,???
100361,0684833395,???
114414,0449225046,???
40176,0671643908,???
205735,0440418437,???
223311,1855940884,???
88151,0671759361,???
131441,2130530508,???
206074,1551668327,???
9717,0515121843,???
81045,0446394521,???
124942,0425161137,???
93426,0446310786,???
87141,0671027972,???
128696,0345387651,???
35859,0449206181,???
36836,0449212963,???
190459,0440210178,???
119847,0451165063,???
231251,0440224764,???
91633,0425166619,???
263357,1587990822,???
250405,0399140824,???
81492,0804119996,???
238864,0751520268,???
141662,0385492081,???
229041,0553210416,???
62680,0373195567,???
35050,0451091949,???
39400,8420478717,???
78846,0884860884,???
159307,0802115810,???
170655,0060168382,???
28139,0380732688,???
170184,0330373269,???
25981,0525935894,???
32773,0380002450,???
235842,0523410530,???
62239,0590679872,???
257700,0814158161,???
127429,0945575793,???
121328,0671887173,???
153957,0440226457,???
3363,0609603809,???
198711,0786843470,???
194463,0316309079,???
223814,0747553181,???
189835,0750924063,???
187333,0060007761,???
175485,3442248469,???
73053,0942237668,???
161252,0385504209,???
31498,0833550578,???
32516,0345465083,???
143253,0671879480,???
13850,0451405927,???
62272,0965038718,???
195374,0877957959,???
172512,0385424736,???
114315,0671039830,???
174534,1558534172,???
248815,1569319626,???
155495,0590431900,???
151967,0345354648,???
218552,0425101452,???
173122,0446361844,???
72451,0671010220,???
208410,0335209181,???
251422,0451098633,???
86243,0345300947,???
24846,0060926317,???
73394,0439121957,???
144393,0007109946,???
209870,0743435710,???
96869,0788789570,???
39584,0894717960,???
174174,3426620944,???
8067,0515130389,???
113514,0099143712,???
247429,0449240703,???
167471,0446359866,???
54218,0743437640,???
32195,082176828X,???
143253,0517552213,???
76352,0345325222,???
208897,0451117298,???
244708,1586631152,???
190347,0394749189,???
245410,014009797X,???
274004,0385258224,???
98391,0380978903,???
217157,0099244721,???
117111,0471377902,???
95574,0399146121,???
42735,01411824990,???
244139,3498005294,???
136925,0060745908,???
51992,0671047507,???
55927,0060542128,???
264191,2258061474,???
11676,0446364290,???
109776,0451410319,???
55548,0345351525,???
112335,0553049933,???
198243,8475969062,???
6575,044022103X,???
114700,0553245767,???
81492,0060083948,???
238120,0380476967,???
196160,0747254346,???
8245,0451175123,???
240401,1891929402,???
211919,0897320689,???
82926,0804108749,???
35859,0525447148,???
187517,044651652X,???
41906,0842360107,???
195694,0345321014,???
36606,0440206081,???
22625,0679781587,???
259006,0451528697,???
84523,0553278274,???
38781,0373708386,???
189334,1891620991,???
258690,0553122061,???
153621,8476726857,???
28255,0553566334,???
258152,0553107054,???
30276,0451526066,???
172343,3442439736,???
274061,0373256728,???
23768,0590482343,???
81848,1551667851,???
37512,0385720467,???
25981,0307115933,???
170762,0425175405,???
129305,0195202198,???
182164,0689821425,???
72352,0821713159,???
49109,0441007953,???
244400,1931195188,???
246380,3492207790,???
219951,1592400876,???
